id,model,name,account_id:id,date,ref,partner_id:id,move_id:id,debit,credit,journal_id:id,period_id:id,account_tax_id,analytics_id:id
aml_cicsa_014,account.move.line,"Estacionamiento PCB. enero 2014. Fact 22560. ODS-00117/ Garaje Torre BVC, C.A",20140109,2014-01-16,,,am_cicsa_19000000005,,1566.97,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_015,account.move.line,"Estacionamiento PCB. enero 2014. Fact 22560. ODS-00117/ Garaje Torre BVC, C.A",20140101,2014-01-16,,,am_cicsa_19000000005,,348.21,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_016,account.move.line,"Estacionamiento PCB. enero 2014. Fact 22560. ODS-00117/ Garaje Torre BVC, C.A",20101002,2014-01-16,,,am_cicsa_19000000005,,17584.82,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_017,account.move.line,"Alquiler de Ofic. 6Q Factura 375/ Inversiones 225,CA",11203103,2014-01-16,,,am_cicsa_19000000006,10454.74,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_018,account.move.line,"Alquiler de Ofic. 6Q Factura 375/ Inversiones 225,CA",11203113,2014-01-16,,,am_cicsa_19000000006,1254.57,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_019,account.move.line,"Alquiler de Ofic. 6Q Factura 375/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,940.93,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_020,account.move.line,"Alquiler de Ofic. 6Q Factura 375/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,522.74,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_021,account.move.line,"Alquiler de Ofic. 6Q Factura 375/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,10245.64,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_022,account.move.line,"Alquiler de Ofic. 6P Factura 374/ Inversiones 225,CA",11203103,2014-01-16,,,am_cicsa_19000000006,11205.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_023,account.move.line,"Alquiler de Ofic. 6P Factura 374/ Inversiones 225,CA",11203113,2014-01-16,,,am_cicsa_19000000006,1344.68,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_024,account.move.line,"Alquiler de Ofic. 6P Factura 374/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,1008.51,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_025,account.move.line,"Alquiler de Ofic. 6P Factura 374/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,560.28,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_026,account.move.line,"Alquiler de Ofic. 6P Factura 374/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,10981.56,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_027,account.move.line,"Alquiler de Ofic. 6O Factura 373/ Inversiones 225,CA",11203103,2014-01-16,,,am_cicsa_19000000006,14201.04,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_028,account.move.line,"Alquiler de Ofic. 6O Factura 373/ Inversiones 225,CA",11203113,2014-01-16,,,am_cicsa_19000000006,1704.12,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_029,account.move.line,"Alquiler de Ofic. 6O Factura 373/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,1278.09,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_030,account.move.line,"Alquiler de Ofic. 6O Factura 373/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,710.05,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_031,account.move.line,"Alquiler de Ofic. 6O Factura 373/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,13917.02,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_032,account.move.line,"Alquiler de Ofic. 5L Factura 372/ Inversiones 225,CA",73301001,2014-01-16,,,am_cicsa_19000000006,18068.3,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_033,account.move.line,"Alquiler de Ofic. 5L Factura 372/ Inversiones 225,CA",11203114,2014-01-16,,,am_cicsa_19000000006,2168.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_034,account.move.line,"Alquiler de Ofic. 5L Factura 372/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,1626.15,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_035,account.move.line,"Alquiler de Ofic. 5L Factura 372/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,903.42,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_036,account.move.line,"Alquiler de Ofic. 5L Factura 372/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,17706.93,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_037,account.move.line,"Alquiler de Ofic. 5J Factura 371/ Inversiones 225,CA",73301001,2014-01-16,,,am_cicsa_19000000006,20428.8,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_038,account.move.line,"Alquiler de Ofic. 5J Factura 371/ Inversiones 225,CA",11203114,2014-01-16,,,am_cicsa_19000000006,2451.46,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_039,account.move.line,"Alquiler de Ofic. 5J Factura 371/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,1838.6,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_040,account.move.line,"Alquiler de Ofic. 5J Factura 371/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,1021.44,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_041,account.move.line,"Alquiler de Ofic. 5J Factura 371/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,20020.22,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_042,account.move.line,"Alquiler de Ofic. 5C Factura 370/ Inversiones 225,CA",73301001,2014-01-16,,,am_cicsa_19000000006,17152.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_043,account.move.line,"Alquiler de Ofic. 5C Factura 370/ Inversiones 225,CA",11203114,2014-01-16,,,am_cicsa_19000000006,2058.36,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_044,account.move.line,"Alquiler de Ofic. 5C Factura 370/ Inversiones 225,CA",20140109,2014-01-16,,,am_cicsa_19000000006,,1543.77,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_045,account.move.line,"Alquiler de Ofic. 5C Factura 370/ Inversiones 225,CA",20140101,2014-01-16,,,am_cicsa_19000000006,,857.65,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_046,account.move.line,"Alquiler de Ofic. 5C Factura 370/ Inversiones 225,CA",20101002,2014-01-16,,,am_cicsa_19000000006,,16809.9,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_047,account.move.line,Alquiler de Vehiculo PCB - Mazda B2600 Blanca Placa A45AB40  01/02/2013 AL 31/12/2013. Luis Coa,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_048,account.move.line,Alquiler de Vehiculo PCB - Jeep Cherokee Blanca  AA637MN 01/12 al /31/12/2013 .Jose Martinez Harlem Segura Jose Perz,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_049,account.move.line,Alquiler de Vehiculo PCB- Luv Dmax Blanca Placa  A83AN5V del 01/12/2013 al 31/12/2013. Marcos Rivas,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_050,account.move.line,Alquiler de Vehiculo PCB- Trail Blazer Placa AA861ZG  del 01/12/2013 al 31/12/2013. Jonny Palacios,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_051,account.move.line,Alquiler de Vehiculo PCB- Luv Dmax Blanca Placa A54AH8G 01/12/2013 al 31/12/2013 . Cesar Fariñas,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_052,account.move.line,Alquiler de Vehiculo PCB-  Toyota Meru Azul Placa AA669GN    01/12 al 31/12/2013. Josscar Peña,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_053,account.move.line,Alquiler de Vehiculo PCB-  Meru Gris Placa NAY42S 01/12 al 31/12/2013. Marcos Mera,11203103,2014-01-16,,,am_cicsa_19000000007,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_054,account.move.line,Alquiler de Vehiculos PCB - Factura 2095/ Camor - ODS-00141 Rev. 02,11203113,2014-01-16,,,am_cicsa_19000000007,62496,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_055,account.move.line,Alquiler de Vehiculos PCB - Factura 2095/ Camor - ODS-00141 Rev. 02,20140109,2014-01-16,,,am_cicsa_19000000007,,46872,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_056,account.move.line,Alquiler de Vehiculos PCB - Factura 2095/ Camor - ODS-00141 Rev. 02,20140101,2014-01-16,,,am_cicsa_19000000007,,26040,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_057,account.move.line,Alquiler de Vehiculos PCB - Factura 2095/ Camor - ODS-00141 Rev. 02,20101002,2014-01-16,,,am_cicsa_19000000007,,510384,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_058,account.move.line,Alquiler de Vehiculos PCB - Toyota Fortuner Plata Placa  AA909LN  01/12/2013 AL 31/12/2013. Ramon Odreman,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_059,account.move.line,Alquiler de Vehiculos PCB - Toyota Fortuner Blanca   AA400TN  01/12/ al 31/12/2013 .Jhoel zambrano,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_060,account.move.line,Alquiler de Vehiculos PCB - Tford Explorer Blanca Placa AA393TH 17-12- l 31-12-13. Maximo Contreras.,11203103,2014-01-16,,,am_cicsa_19000000008,36000,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_061,account.move.line,Alquiler de Vehiculos PCB - Chevrolet Luv Dmax Blanca  A53AW1V. Rober Anderico/Junis Velasquez. 01/12 al 31/12/13,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_062,account.move.line,Alquiler de Vehiculos PCB - Luv Dmax Gris  Placa A99AFOK  01-12 L 31-12. Luis Moreno.,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_063,account.move.line,Alquiler de Vehiculos PCB -  Luv Dmax plata  PLaca 72DEK   01/10 al 31/10/2013. Jorge Rodriguez,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_064,account.move.line,Alquiler de Vehiculos PCB - Toyota Meru Azul   AA890GN  01/12/2013 AL 31/12/2013. Jose Martinez,11203103,2014-01-16,,,am_cicsa_19000000008,74400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_065,account.move.line,Alquiler de Vehiculos PCB - Factura 2097/ Camor - ODS-00102,11203113,2014-01-16,,,am_cicsa_19000000008,57888,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_066,account.move.line,Alquiler de Vehiculos PCB - Factura 2097/ Camor - ODS-00102,20140109,2014-01-16,,,am_cicsa_19000000008,,43416,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_067,account.move.line,Alquiler de Vehiculos PCB - Factura 2097/ Camor - ODS-00102,20140101,2014-01-16,,,am_cicsa_19000000008,,24120,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_068,account.move.line,Alquiler de Vehiculos PCB - Factura 2097/ Camor - ODS-00102,20101002,2014-01-16,,,am_cicsa_19000000008,,472752,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_069,account.move.line,Alquiler de Vehiculo CICSA 01/12/2013 to 24/12/2013 Ford Explorer Azul Placa AA888GK . Jose Marcano/ Camor,73103001,2014-01-16,,,am_cicsa_19000000009,57600,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_070,account.move.line,Alquiler de Vehiculo CICSA 01/12/2013 to 20/12/2013 Mazda Beige A28AA1A . Gerardo Marquez/ Camor,73103001,2014-01-16,,,am_cicsa_19000000009,48000,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_071,account.move.line,Alquiler de Vehiculo CICSA 01/12/2013 to 30/12/2013 Hilux A63AA9T. Alfonso Arrollo/ Camor,73103001,2014-01-16,,,am_cicsa_19000000009,72000,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_072,account.move.line,Alquiler de Vehiculo CICSA 01/12/2013 to 30/12/2013 Maz. Jose Marcano BT50 Blanaca Placa: A90AAOM . Lius delado / Camor,73103001,2014-01-16,,,am_cicsa_19000000009,72000,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_073,account.move.line,Alquiler de Vehiculo CICSA 01/12/2013 to 20/12/2013 Chevrolet Trail Blazer Placa AD658V . Jose Jimenz y Campuzano/ Camor,73103001,2014-01-16,,,am_cicsa_19000000009,48000,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_074,account.move.line,Alquiler de Vehiculos CICSA - Factura 2094/ Camor - ODS-00102,11203114,2014-01-16,,,am_cicsa_19000000009,35712,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_075,account.move.line,Alquiler de Vehiculos CICSA - Factura 2094/ Camor - ODS-00102,20140109,2014-01-16,,,am_cicsa_19000000009,,26784,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_076,account.move.line,Alquiler de Vehiculos CICSA - Factura 2094/ Camor - ODS-00102,20140101,2014-01-16,,,am_cicsa_19000000009,,14880,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_077,account.move.line,Alquiler de Vehiculos CICSA - Factura 2094/ Camor - ODS-00102,20101002,2014-01-16,,,am_cicsa_19000000009,,291648,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_078,account.move.line,"Servicio de seguridad especial el 29/11/13. Fact. 11260/ SPS Risk Vigilancia, C.A",11203105,2014-01-16,,,am_cicsa_19000000010,1593,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_079,account.move.line,"Servicio de seguridad especial el 29/11/13. Fact. 11260/ SPS Risk Vigilancia, C.A",11203105,2014-01-16,,,am_cicsa_19000000010,191.16,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_080,account.move.line,"Servicio de seguridad especial el 29/11/13. Fact. 11260/ SPS Risk Vigilancia, C.A",20140101,2014-01-16,,,am_cicsa_19000000010,,31.86,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_081,account.move.line,"Servicio de seguridad especial el 29/11/13. Fact. 11260/ SPS Risk Vigilancia, C.A",20101002,2014-01-16,,,am_cicsa_19000000010,,1752.3,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_082,account.move.line,"Servicio de Seguridad Octubre 2013. Fact 11261/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",73133001,2014-01-16,,,am_cicsa_19000000011,78268.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_023
aml_cicsa_083,account.move.line,"Servicio de Seguridad Octubre 2013. Fact 11261/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",11203114,2014-01-16,,,am_cicsa_19000000011,9392.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_084,account.move.line,"Servicio de Seguridad Octubre 2013. Fact 11261/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140109,2014-01-16,,,am_cicsa_19000000011,,7044.17,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_085,account.move.line,"Servicio de Seguridad Octubre 2013. Fact 11261/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140101,2014-01-16,,,am_cicsa_19000000011,,1565.37,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_086,account.move.line,"Servicio de Seguridad Octubre 2013. Fact 11261/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20101002,2014-01-16,,,am_cicsa_19000000011,,79051.24,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_087,account.move.line,"Servicio de Seguridad Noviembre 2013. Fact 11262/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",73133001,2014-01-16,,,am_cicsa_19000000012,99328.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_023
aml_cicsa_088,account.move.line,"Servicio de Seguridad Noviembre 2013. Fact 11262/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",11203114,2014-01-16,,,am_cicsa_19000000012,11949.42,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_089,account.move.line,"Servicio de Seguridad Noviembre 2013. Fact 11262/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140109,2014-01-16,,,am_cicsa_19000000012,,8962.07,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_090,account.move.line,"Servicio de Seguridad Noviembre 2013. Fact 11262/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140101,2014-01-16,,,am_cicsa_19000000012,,1986.57,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_091,account.move.line,"Servicio de Seguridad Noviembre 2013. Fact 11262/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20101002,2014-01-16,,,am_cicsa_19000000012,,100329.34,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_092,account.move.line,"Servicio de Seguridad Diciembre 2013. Fact 11263/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",73133001,2014-01-16,,,am_cicsa_19000000013,78268.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_023
aml_cicsa_093,account.move.line,"Servicio de Seguridad Diciembre 2013. Fact 11263/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",11203114,2014-01-16,,,am_cicsa_19000000013,9392.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_094,account.move.line,"Servicio de Seguridad Diciembre 2013. Fact 11263/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140109,2014-01-16,,,am_cicsa_19000000013,,7044.17,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_095,account.move.line,"Servicio de Seguridad Diciembre 2013. Fact 11263/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20140101,2014-01-16,,,am_cicsa_19000000013,,1565.37,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_096,account.move.line,"Servicio de Seguridad Diciembre 2013. Fact 11263/ ODS-00176 Rev 02/ SPS Risk Vigilancia, C.A",20101002,2014-01-16,,,am_cicsa_19000000013,,79051.24,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_097,account.move.line,Bolivariana de Puertos Fact 00028981,11203103,2014-01-16,,,am_cicsa_19000000014,19916.88,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_098,account.move.line,Bolivariana de Puertos Fact 00028981,20140109,2014-01-16,,,am_cicsa_19000000014,,16295.63,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_099,account.move.line,Bolivariana de Puertos Fact 00028981,20140101,2014-01-16,,,am_cicsa_19000000014,,3621.25,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_100,account.move.line,Soporte Tecnico IT Diciembre 2013. Fact 6001. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,73137002,2014-01-16,,,am_cicsa_19000000015,142471.12,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_101,account.move.line,Soporte Tecnico IT Diciembre 2013. Fact 6001. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,11203114,2014-01-16,,,am_cicsa_19000000015,17096.53,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_102,account.move.line,Soporte Tecnico IT Diciembre 2013. Fact 6001. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20140109,2014-01-16,,,am_cicsa_19000000015,,12822.4,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_103,account.move.line,Soporte Tecnico IT Diciembre 2013. Fact 6001. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20140101,2014-01-16,,,am_cicsa_19000000015,,7123.56,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_104,account.move.line,Soporte Tecnico IT Diciembre 2013. Fact 6001. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20101002,2014-01-16,,,am_cicsa_19000000015,,139621.69,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_105,account.move.line,Soporte Tecnico IT Noviembre 2013. Fact 5984. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,73137002,2014-01-16,,,am_cicsa_19000000015,178529.92,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_106,account.move.line,Soporte Tecnico IT Noviembre 2013. Fact 5984. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,11203114,2014-01-16,,,am_cicsa_19000000015,21423.59,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
